Словникова форма,част. мови,абс. частота,відн. частота
потримати,діє. д.в.,303,13
коновал,ім.,303,13
гаятися,діє. н.в.,303,13
шпага,ім.,303,13
клин,ім.,303,13
міс,ім.,303,13
найглибший,прикм.,303,13
Інга,ім.,303,13
темниця,ім.,303,13
зігрітися,діє. д.в.,303,13
вмиватися,діє. н.в.,303,13
зворот,ім.,303,13
нудота,ім.,303,13
мерехтіння,ім.,303,13
сопіти,діє. н.в.,303,13
потайки,присл.,303,13
виснажливий,прикм.,303,13
засумніватися,діє. д.в.,303,13
кицька,ім.,302,13
дворянин,ім.,302,13
розміститися,діє. д.в.,302,13
лівобережжя,ім.,302,13
вкриватися,діє. н.в.,302,13
опонент,ім.,302,13
кревний,прикм.,302,13
діждати,діє. д.в.,302,13
кожушок,ім.,302,13
заніміти,діє. д.в.,302,13
призначатися,діє. н.в.,302,13
поцупити,діє. д.в.,302,13
нагальний,прикм.,302,13
чалий,прикм.,302,13
спритність,ім.,302,13
догляд,ім.,302,13
поступати,діє. н.в.,302,13
відсторонити,діє. д.в.,302,13
віддалі,присл.,302,13
друкарський,прикм.,302,13
нервуватися,діє. н.в.,302,13
діставатися,діє. н.в.,302,13
справдитися,діє. д.в.,302,13
бетон,ім.,302,13
навшпиньках,присл.,302,13
розливати,діє. н.в.,301,13
надаватися,діє. н.в.,301,13
вовчок,ім.,301,13
неповний,прикм.,301,13
таблетка,ім.,301,13
очевидячки,присл.,301,13
заіржати,діє. д.в.,301,13
шинкар,ім.,301,13
лен,ім.,301,13
лох,ім.,301,13
хвильовий,прикм.,301,13
свинець,ім.,301,13
підкоритися,діє. д.в.,301,13
жовтогарячий,прикм.,301,13
розклад,ім.,301,13
криця,ім.,301,13
здача,ім.,301,13
знепритомніти,діє. д.в.,301,13
власноручно,присл.,301,13
надибати,діє. н.в.,300,13
єхидна,ім.,300,13
ковчег,ім.,300,13
точка,ім.,300,13
відсік,ім.,300,13
противитися,діє. н.в.,300,13
забаганка,ім.,300,13
новорічний,прикм.,300,13
розганяти,діє. н.в.,300,13
палатка,ім.,300,13
гусениця,ім.,300,13
пролягати,діє. н.в.,300,13
віковий,прикм.,300,13
заздрощі,ім.,300,13
гуру,ім.,300,13
корогва,ім.,300,13
найближче,присл.,300,13
розлютитися,діє. д.в.,300,13
вистрелити,діє. д.в.,300,13
молодичка,ім.,300,13
реліквія,ім.,300,13
простояти,діє. д.в.,300,13
крупний,прикм.,299,13
торгуватися,діє. н.в.,299,13
райдужний,прикм.,299,13
лакей,ім.,299,13
естетичний,прикм.,299,13
утікач,ім.,299,13
квітчастий,прикм.,299,13
комсомол,ім.,299,13
обшукати,діє. д.в.,299,13
переселитися,діє. д.в.,299,13
пропасниця,ім.,299,13
Педро,ім.,299,13
трапеза,ім.,299,13
риза,ім.,299,13
замовник,ім.,299,13
виробничий,прикм.,299,13
наївність,ім.,299,13
проникливий,прикм.,299,13
каплиця,ім.,299,13
консерви,ім.,299,13
прибитий,д-прикм.,299,13
коливання,ім.,299,13
очищення,ім.,299,13
бриль,ім.,299,13
марксизм,ім.,299,13
мірка,ім.,299,13
непотріб,ім.,299,13
зразковий,прикм.,299,13
обиватель,ім.,299,13
таксист,ім.,299,13
спаситель,ім.,299,13
Олександр,ім.,299,13
вітрильник,ім.,299,13
обороняти,діє. н.в.,299,13
морозний,прикм.,299,13
проїжджати,діє. н.в.,298,13
бузок,ім.,298,13
яскравіший,прикм.,298,13
поганяти,діє. н.в.,298,13
вольовий,прикм.,298,13
Хрущов,прізв.,298,13
дервіш,ім.,298,13
Прометей,ім.,298,13
альфа,ім.,298,13
замикатися,діє. н.в.,298,13
кролик,ім.,298,13
надрукований,д-прикм.,298,13
зморшкуватий,прикм.,298,13
негарно,присл.,298,13
нестримно,присл.,298,13
морква,ім.,298,13
надвоє,присл.,298,13
меткий,прикм.,298,13
закутаний,д-прикм.,298,13
опера,ім.,298,13
митися,діє. н.в.,298,13
випірнути,діє. д.в.,298,13
окупаційний,прикм.,298,13
вакуум,ім.,298,13
сіпатися,діє. н.в.,298,13
обозний,прикм.,298,13
утримання,ім.,298,13
тліти,діє. н.в.,298,13
Луїза,ім.,298,13
самотужки,присл.,298,13
масть,ім.,298,13
зніматися,діє. н.в.,298,13
галочка,ім.,298,13
гроно,ім.,297,13
діагноз,ім.,297,13
обпекти,діє. д.в.,297,13
статок,ім.,297,13
босоніж,присл.,297,13
посадник,ім.,297,13
гідно,присл.,297,13
з'ясовувати,діє. н.в.,297,13
сутеніти,діє. н.в.,297,13
чернечий,прикм.,297,13
пелька,ім.,297,13
вибачення,ім.,297,13
корзина,ім.,297,13
котедж,ім.,297,13
набір,присл.,297,13
заручник,ім.,297,13
скирта,ім.,297,13
конюх,ім.,297,13
купюра,ім.,297,13
делегат,ім.,297,13
чорно,присл.,297,13
іржа,ім.,297,13
президентський,прикм.,297,13
Мина,ім.,297,13
засвоїти,діє. д.в.,296,13
добродійка,ім.,296,13
рядом,присл.,296,13
сховок,ім.,296,13
кінотеатр,ім.,296,13
пенсіонер,ім.,296,13
устати,діє. д.в.,296,13
самотина,ім.,296,13
тіточка,ім.,296,13
сліпуче,присл.,296,13
розтирати,діє. н.в.,296,13
сяйнути,діє. д.в.,296,13
благальний,прикм.,296,13
міраж,ім.,296,13
твердість,ім.,296,13
стрільба,ім.,296,13
викручуватися,діє. н.в.,296,13
яхта,ім.,296,13
споконвічний,прикм.,296,13
узвіз,ім.,296,13
струмочок,ім.,296,13
барикада,ім.,296,13
просьба,ім.,296,13
шерех,ім.,295,13
обсипати,діє. н.в.,295,13
створюватися,діє. н.в.,295,13
переповідати,діє. н.в.,295,13
осяяний,д-прикм.,295,13
гармаш,ім.,295,13
лікарка,ім.,295,13
Швеція,ім.,295,13
гестапівець,ім.,295,13
розірваний,д-прикм.,295,13
порубати,діє. д.в.,295,13
гуска,ім.,295,13
свербіти,діє. н.в.,295,13
здавити,діє. д.в.,295,13
літ,ім.,295,13
стривожитися,діє. д.в.,295,13
риф,ім.,295,13
фотографувати,діє. н.в.,295,13
безмежність,ім.,295,13
переможений,д-прикм.,295,13
координатор,ім.,295,13
приєднуватися,діє. н.в.,295,13
пригнічений,д-прикм.,295,13
телевізійний,прикм.,294,13
співвітчизник,ім.,294,13
зрілий,прикм.,294,13
населений,д-прикм.,294,13
кликнути,діє. д.в.,294,13
паморочитися,діє. н.в.,294,13
сфінкс,ім.,294,13
невдячний,прикм.,294,13
божеволіти,діє. н.в.,294,13
перев'язати,діє. д.в.,294,13
бурмотати,діє. н.в.,294,13
чагар,ім.,294,13
джин,ім.,294,13
абощо,спол.,294,13
правобережний,прикм.,294,13
радувати,діє. н.в.,294,13
розвалитися,діє. д.в.,294,13
Елла,ім.,294,13
попів,прикм.,293,13
вісник,ім.,293,13
завеликий,прикм.,293,13
невесело,присл.,293,13
вмитися,діє. д.в.,293,13
прибитися,діє. д.в.,293,13
штучно,присл.,293,13
мужньо,присл.,293,13
брехун,ім.,293,13
урочище,ім.,293,13
єднання,ім.,293,13
браво,присл.,293,13
приборкати,діє. д.в.,293,13
полігон,ім.,293,13
жагучий,прикм.,293,13
споживати,діє. н.в.,293,13
Андріїв,прикм.,293,13
спровадити,діє. д.в.,293,13
укол,ім.,293,13
дременути,діє. д.в.,293,13
завулок,ім.,292,13
печиво,ім.,292,13
заглиблюватися,діє. н.в.,292,13
звучання,ім.,292,13
Вербицький,прізв.,292,13
Чарлі,ім.,292,13
аркушик,ім.,292,13
показник,ім.,292,13
язичок,ім.,292,13
сліпити,діє. н.в.,292,13
натхненний,прикм.,292,13
рекомендація,ім.,292,13
максимум,ім.,292,13
звідтіля,присл.,292,13
розбій,ім.,292,13
орхідея,ім.,292,13
мис,ім.,292,13
рея,ім.,292,13
поширювати,діє. н.в.,292,13
напувати,діє. н.в.,292,13
протирати,діє. н.в.,292,13
посадовити,діє. д.в.,292,13
